,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,ExactMolWt,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,FractionCSP3,HallKierAlpha,HeavyAtomCount,HeavyAtomMolWt,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,MolLogP,MolMR,MolWt,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRadicalElectrons,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumValenceElectrons,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,RingCount,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea,qed
0,2.6272148478988635,25.11941547876375,4.99156383156272,4.4387774270626785,4.4387774270626785,2.770055610029662,2.4509042305871978,2.4509042305871978,1.6376965006408923,1.6376965006408923,0.7064497140632062,0.7064497140632062,0.4177745794683934,0.4177745794683934,0.0,0.0,0.0,6.103966387748303,0.0,12.841643245852019,0.0,0.0,6.923737199690624,6.923737199690624,5.106527394840706,88.088815004,1.6666666666666667,2.1666666666666665,2.1666666666666665,1.0,-0.04,6,76.05399999999999,14.834466856136647,5.959999999999999,3.1616129032258065,3.9600000000000004,38.993253237611995,8.55236111111111,8.55236111111111,0.10185185185185208,-0.10185185185185208,1.1673,26.58879999999999,88.14999999999999,1,1,0,0,0,0,0,0,1,1,1,0,2,0,0,0,38,5.106527394840706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.344558822616634,13.344558822616634,0.0,6.103966387748303,0,5.106527394840706,0.0,0.0,0.0,0.0,32.79308403298157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.210493782589008,0.0,0.0,26.689117645233267,0.0,0.0,0.0,0.0,20.23,0.0,0.0,0.0,8.55236111111111,0.0,0.0,0.0,1.9097222222222223,3.87125,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.536831757483578
1,2.0348525080658,654.3438758768986,13.40541291500631,10.459482437441572,11.275979018369299,9.147867045540842,6.00289734653445,6.819393927462175,4.501396038379471,5.585172994866296,3.1865789231095674,4.316847301943493,2.264748793611111,3.3943303559353226,5.969305287951849,4.794537184071822,0.0,6.4208216229260096,0.0,21.833707516581892,4.895483475517775,11.761884949391115,37.37950732498524,17.032643867773697,5.106527394840706,271.066699656,1.1578947368421053,1.894736842105263,2.6842105263157894,0.13333333333333333,-1.94,19,258.23699999999997,27066.443830585315,12.112235773924281,4.626154696508703,2.1916874177978785,115.41619206303,10.797892110177916,10.797892110177916,0.06293005165028975,-0.7995687935668088,3.5462000000000016,76.40980000000003,271.34099999999995,1,3,0,1,1,2,0,2,3,1,4,0,2,0,0,0,96,10.006437125691184,0.0,0.0,0.0,0.0,5.969305287951849,4.794537184071822,0.0,0.0,0.0,29.960986154775945,29.828919765543436,16.83863893371274,17.795594172293132,3,9.901064578912528,29.105962786710087,0.0,0.0,0.0,16.21178857396156,11.947581713527669,48.02802097092827,0.0,0.0,4.899909730850478,11.374772549367124,0.0,11.761884949391115,18.123504665469746,11.21535880699783,0.0,5.563451491696996,52.25553643026682,0.0,0.0,0.0,40.54,0.0,1.72474395313681,15.303268044502262,8.875856073923805,3.0629686318972036,-0.7995687935668088,14.08732802107171,0.06293005165028975,0.0,2.015807350718065,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9065524833449558
2,2.719441518462691,322.6358947688087,9.844934982691242,7.080832238192337,7.836761184210792,6.092224152875016,3.7010997216191277,4.079064194628355,2.592232607354915,3.028668387826899,1.488126055460888,1.7232231582486264,0.9142531306481259,1.1409106271599914,5.969305287951849,4.794537184071822,0.0,6.606881964512918,10.772145147025231,5.563451491696996,0.0,18.19910120538483,6.923737199690624,0.0,21.44433023887327,200.02402182799997,1.6153846153846154,2.3076923076923075,2.8461538461538463,0.2222222222222222,-1.2199999999999998,13,191.54899999999998,705.1739292463237,9.864889643463501,4.140783009729793,2.951371503336312,80.8987967713151,10.199797003163406,10.199797003163406,0.33088057445200336,-0.991342592592592,2.11182,49.31980000000002,200.621,1,3,0,0,0,1,0,1,2,1,4,0,3,0,0,0,70,9.843390348640755,5.749511833283905,6.606881964512918,0.0,0.0,5.969305287951849,0.0,4.794537184071822,0.0,0.0,11.600939890232516,30.68628989677245,5.022633313741326,0.0,1,14.637927532712578,17.570245178184365,0.0,0.0,0.0,6.923737199690624,6.606881964512918,28.78518601082315,0.0,5.749511833283905,4.736862953800049,0.0,5.749511833283905,11.600939890232516,17.682714647305474,4.794537184071822,6.923737199690624,5.563451491696996,18.19910120538483,5.022633313741326,0.0,0.0,46.53,4.995015432098765,5.707775293244869,10.199797003163406,8.9804860936144,0.8275462962962965,-0.4433796296296286,5.03282281431091,0.0,1.47771447467876,0.0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8131158175997406
3,2.7972512629697874,160.69821324529929,7.397341225498538,6.723614639131599,6.723614639131599,4.863703305156274,3.942687548605561,3.942687548605561,2.523603362114274,2.523603362114274,1.8394679478451752,1.8394679478451752,1.0106679820275342,1.0106679820275342,0.0,0.0,0.0,0.0,0.0,12.841643245852019,11.126902983393991,0.0,0.0,38.11294267322769,0.0,134.109550448,0.8,1.1,1.3,0.4,-0.78,10,120.10999999999997,237.587417309747,7.328459869848157,3.4037722935552446,1.598288065805947,62.89117157708339,2.207175925925926,2.207175925925926,1.1428514739229025,1.1428514739229025,2.811400000000001,45.19800000000003,134.22199999999998,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.11294267322769,23.96854622924601,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,26.689117645233267,0.0,35.392371257240434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.841643245852019,0.0,24.974377382775238,24.26546827384644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.855925925925926,0.0,8.828703703703704,2.285702947845805,4.3630007558578985,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5831204703949601
4,2.0104948353898764,476.45466329235546,13.24855866551393,8.44075094747658,13.732253569605767,8.203247926875855,5.317532765910998,8.021755384438347,5.187197397977174,8.96680121861206,4.623316518153297,9.435630483193712,3.7998447110925833,7.485288680800199,14.081698696367658,0.0,0.0,39.4854054402523,0.0,0.0,0.0,0.0,0.0,0.0,85.94344218542766,385.81600854000004,0.8333333333333334,1.3333333333333333,1.8888888888888888,0.8,1.73,18,384.28,18845.419477601765,13.396883124047113,3.381103607922141,1.0206134495248096,138.5472112287764,6.650023148148147,6.650023148148147,0.06075617283950585,-1.503302469135802,4.452700000000001,75.61900000000001,389.31999999999994,0,1,3,1,4,0,0,0,1,0,8,0,0,2,1,3,100,4.736862953800049,15.852310970630521,4.33335411348544,0.0,0.0,0.0,0.0,0.0,0.0,34.802819670697545,46.40375956093006,0.0,11.835812092322787,21.545626960181224,4,4.736862953800049,81.2065792316276,0.0,0.0,11.835812092322787,31.66671934006999,0.0,10.064572704227194,0.0,0.0,0.0,0.0,0.0,81.2065792316276,31.66671934006999,4.736862953800049,11.835812092322787,0.0,10.064572704227194,0.0,0.0,0.0,12.53,3.99880149281935,45.0053651738473,-2.4775925925925915,0.1107870370370383,0.0,-0.4571759259259267,0.0,-0.15240740740740732,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,7,0,0,1,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44054976114239786
5,2.8223545542480317,66.78707744334402,6.405777393935816,5.736675415210053,5.736675415210053,3.770055610029662,3.2647843170117525,3.2647843170117525,2.159121884309159,2.159121884309159,1.1323921585058763,1.1323921585058763,0.6239454789453399,0.6239454789453399,0.0,4.794537184071822,0.0,0.0,5.783244946364939,12.841643245852019,12.841643245852019,6.923737199690624,0.0,6.923737199690624,0.0,114.104465068,1.375,2.0,2.375,0.8571428571428571,-0.33,8,100.07599999999998,48.27551104108667,7.669999999999999,4.8199250374812594,5.670000000000001,51.09042581425295,10.31856859410431,10.31856859410431,0.3180092592592596,0.3180092592592596,2.1557000000000004,34.822999999999986,114.188,0,1,0,0,0,0,0,0,1,0,1,0,4,0,0,0,48,4.794537184071822,5.783244946364939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.765380445542643,13.344558822616634,6.4208216229260096,0.0,0,4.794537184071822,5.783244946364939,0.0,0.0,0.0,39.53076089108528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.783244946364939,4.794537184071822,0.0,39.53076089108528,0.0,0.0,0.0,0.0,17.07,0.0,0.0,10.31856859410431,0.0,0.0,0.3180092592592596,0.0,4.242592592592592,3.7874962207105067,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5116862498477169
6,2.2968352619191394,18.0,3.414213562373095,2.393846850117352,2.393846850117352,1.914213562373095,0.8796528112548949,0.8796528112548949,0.33192730526045355,0.33192730526045355,0.09622504486493766,0.09622504486493766,0.0,0.0,0.0,0.0,0.0,0.0,6.472220864716464,0.0,7.109797541277533,0.0,0.0,4.736862953800049,4.794537184071822,60.021129368,2.0,2.25,2.25,0.5,-0.53,4,56.019999999999996,6.854752972273345,3.4699999999999998,2.4699999999999993,1.4699999999999982,24.379260471776803,8.95138888888889,8.95138888888889,0.375,0.375,-0.2108,13.073,60.05199999999999,0,2,0,0,0,0,0,0,2,0,2,0,1,0,0,0,24,4.736862953800049,0.0,0.0,0.0,6.472220864716464,0.0,4.794537184071822,0.0,0.0,0.0,0.0,0.0,0.0,7.109797541277533,0,9.53140013787187,6.472220864716464,0.0,0.0,0.0,0.0,7.109797541277533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.582018405993997,9.53140013787187,0.0,0.0,0.0,0.0,0.0,0.0,26.3,3.861111111111111,0.0,8.95138888888889,0.0,0.0,0.0,0.0,0.0,0.375,1.3125,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3912258247330487
7,1.9747448713915894,6.0,3.414213562373095,2.1701425083915495,5.342135586620957,1.914213562373095,1.0345224838248486,3.277460299317654,0.3779644730092271,1.9639610121239308,0.07142857142857141,1.9285714285714277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.660179294122853,0.0,0.0,0.0,31.859887795898697,0.0,185.867974328,1.0,1.25,1.25,1.0,0.96,4,183.82999999999998,6.854752972273345,4.960000000000001,3.9600000000000004,2.9600000000000004,42.83928835350887,3.201388888888889,3.201388888888889,1.0486111111111112,1.0486111111111112,1.7762,27.587999999999994,187.862,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.859887795898697,0.0,10.660179294122853,0.0,0,0.0,31.859887795898697,0.0,0.0,0.0,0.0,10.660179294122853,0.0,0.0,0.0,0.0,0.0,0.0,31.859887795898697,10.660179294122853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.402777777777778,0.0,2.0972222222222223,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5496400415990373
8,3.577919926272439,94.25327665163483,5.8618073195657985,4.523603362114274,4.523603362114274,3.1807392125526213,1.920049971521,1.920049971521,1.271911709687107,1.271911709687107,0.5338571184786371,0.5338571184786371,0.174230856264669,0.174230856264669,0.0,4.794537184071822,0.0,5.969305287951849,5.573104530069267,0.0,7.109797541277533,6.923737199690624,0.0,11.315798637398547,0.0,100.052429496,1.7142857142857142,2.142857142857143,2.142857142857143,0.4,-0.79,7,92.05299999999998,27.977093296928835,6.210000000000001,2.394521355353814,1.9777543186180424,42.78448378278237,10.189814814814815,10.189814814814815,0.3472222222222221,-0.3472222222222221,0.7355,26.829999999999988,100.11699999999999,0,2,0,0,0,0,0,0,2,0,2,0,1,0,0,0,40,4.736862953800049,0.0,0.0,0.0,0.0,5.969305287951849,0.0,4.794537184071822,0.0,0.0,6.578935683598497,6.923737199690624,5.573104530069267,7.109797541277533,0,9.53140013787187,5.969305287951849,0.0,0.0,0.0,6.923737199690624,7.109797541277533,12.152040213667764,0.0,0.0,0.0,0.0,0.0,0.0,13.079102829229383,9.53140013787187,0.0,6.923737199690624,12.152040213667764,0.0,0.0,0.0,26.3,4.273148148148148,0.0,10.189814814814815,0.0,0.43287037037037046,-0.3472222222222221,0.0,0.0,4.954351851851852,1.3303703703703702,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35850815039012257
9,2.4265223465879537,164.65300142116237,7.234204518682008,6.508071689507773,6.508071689507773,4.931851652578137,3.9713437743027806,3.9713437743027806,2.589151950246763,2.589151950246763,1.6618298825622122,1.6618298825622122,1.0255780783709258,1.0255780783709258,0.0,0.0,0.0,0.0,0.0,0.0,24.825916360475023,0.0,0.0,37.255572541998674,0.0,134.109550448,1.1,1.8,2.4,0.4,-0.78,10,120.10999999999997,251.66716234355823,7.328459869848157,4.1024606217041155,2.218872016802184,62.891171577083405,2.225138888888889,2.225138888888889,1.2334722222222223,1.2334722222222223,3.0292000000000012,45.05400000000002,134.222,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.67639416492469,18.405094737549014,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,26.186202068468653,0.0,35.89528683400505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4208216229260096,0.0,25.328831937239638,30.33183534230805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4623611111111112,0.0,10.649555933484505,3.829610733182162,2.225138888888889,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.595730956091163
